household_email	bathroom_number	sink_count	bidet_count	commode_count	tub_count	shower_count	tub_shower_count	primary_bathroom	bathroom_name
dagramonte@zumgoity.com	4	1	0	1					
damyot@ganjaflex.com	1	1	0	1					
dangalich@fasehatice.com	1	1	1	1					game room
darias@zathunicon.com	1	1	0	0					
darias@zathunicon.com	2	1	0	0					game room
dbaltimore@zencorporation.com	2	1	0	1					powder room
dbartolet@green-plus.com	1	1	0	1					
dbartolet@green-plus.com	2	2	1	1					guest
dbergesen@groovestreet.com	1	2	0	1					
dbilden@zumgoity.com	2	1	1	0					game room
dbitsuie@faxquote.com	2	1	0	1					
dbolognia@fasehatice.com	1	1	1	1					
dbolognia@fasehatice.com	2	1	0	1					game room
dboulter@warephase.com	1	1	0	1					basement
dbuemi@streethex.com	2	2	0	1					game room
dbuvens@finhigh.com	2	1	0	0					game room
dcalvaresi@finhigh.com	1	1	0	1					
dcandlish@nam-zim.com	2	1	0	1					game room
dchaffins@xx-holding.com	1	3	0	0					
dchaffins@xx-holding.com	2	1	0	1					
dchickering@betasoloin.com	1	1	1	1					game room
dchickering@rantouch.com	1	1	0	1					
dchickering@zumgoity.com	1	1	0	1					
dcloney@kinnamplus.com	1	2	0	1					basement
dcloney@streethex.com	1	1	0	1					game room
dcolla@zoomit.com	1	1	0	1					
dcolla@zoomit.com	3	2	0	1					
dcookey@plussunin.com	1	1	0	1					game room
dcorbley@xx-zobam.com	2	3	0	1					game room
dcronauer@sunnamplex.com	2	1	0	1					powder room
ddarakjy@yearin.com	2	3	1	1					
ddenooyer@golddex.com	1	1	0	0					
ddenooyer@xx-zobam.com	2	2	0	1					powder room
ddewar@dontechi.com	1	2	0	0					game room
ddewar@dontechi.com	2	2	0	1					basement
ddewar@dontechi.com	3	2	0	1					basement
ddilello@isdom.com	2	1	1	1					powder room
ddrymon@inity.com	1	1	0	1					
demard@singletechno.com	1	1	0	0					
demard@zathunicon.com	2	3	1	1					
deroman@lexiqvolax.com	1	2	0	0					basement
deroman@lexiqvolax.com	2	1	0	1					powder room
dflister@golddex.com	1	2	1	1					powder room
dflister@golddex.com	2	1	0	1					basement
dflosi@kan-code.com	1	1	1	1					
dflosi@xx-zobam.com	1	1	0	1					basement
dfredicks@sonron.com	1	2	0	1					
dfunnell@openlane.com	1	1	0	1					
dfunnell@openlane.com	2	2	1	1					guest
dgehrett@stanredtax.com	1	2	0	1					powder room
dgillian@dontechi.com	1	1	0	0					
dgobern@codehow.com	1	1	0	1					
dgotter@goodsilron.com	2	1	0	1					
dgotter@goodsilron.com	3	1	0	1					guest
dhamilton@sonron.com	1	1	0	1					
dhauenstein@zumgoity.com	1	1	0	1					
dheimann@donware.com	2	1	0	0					
dhochard@finjob.com	2	1	0	1					basement
dhollack@ontomedia.com	1	1	0	1					
dhoopengardner@finhigh.com	1	1	0	0					
dhughey@zumgoity.com	2	1	1	1					basement
dhusser@streethex.com	1	1	1	1					basement
dinouye@labdrill.com	2	1	0	1					guest
disenhower@y-corporation.com	1	1	0	1					powder room
djuhas@plusstrip.com	1	1	0	1					
djulia@konmatfix.com	1	1	1	1					game room
djurney@mathtouch.com	1	1	0	1					game room
dkaniecki@plusstrip.com	2	1	0	1					
dkardas@warephase.com	1	1	0	1					
dkeener@cancity.com	1	1	0	1					
dkiel@stanredtax.com	1	1	0	1					powder room
dklimek@golddex.com	1	1	0	1					
dkohnert@sumace.com	2	1	0	1					
dkonopacki@plussunin.com	1	2	0	1					guest
dlary@donware.com	1	2	0	1					guest
dlayous@ganjaflex.com	1	1	1	1					game room
dlayous@ganjaflex.com	2	2	1	1					game room
dlinahan@zotware.com	1	1	1	1					guest
dlizama@iselectrics.com	1	1	0	1					
dlizama@iselectrics.com	3	2	1	1					basement
dloder@toughzap.com	3	1	0	1					game room
dlother@finjob.com	1	1	0	1					powder room
dlouissant@bioplex.com	1	2	0	1					powder room
dlouissant@bioplex.com	2	3	0	1					game room
dlukasik@bioplex.com	1	2	0	1					
dlukasik@bioplex.com	2	1	0	1					guest
dmai@plussunin.com	1	1	1	1					
dmaisto@rangreen.com	3	2	0	1					game room
dmarrier@newex.com	1	2	0	1					
dmarrier@newex.com	2	1	1	1					guest
dmatuszak@groovestreet.com	2	2	0	1					
dmclaird@finhigh.com	1	1	0	0					
dmcnease@rundofase.com	1	1	0	0					
dmconnell@bioholding.com	2	1	1	1					
dmelnyk@zotware.com	1	1	0	1					
dmenter@opentech.com	1	1	0	0					
dmeteer@finjob.com	1	2	0	1					basement
dmiro@dambase.com	2	1	0	1					basement
dmondella@silis.com	1	1	1	0					guest
dmotley@rundofase.com	2	1	0	1					
dmoyd@yearin.com	1	1	0	1					
dnachor@statholdings.com	1	3	0	0					
dnachor@streethex.com	1	2	0	1					powder room
dnestle@green-plus.com	1	1	1	1					game room
dnestle@green-plus.com	2	1	1	1					
dnicolozakes@conecom.com	1	2	0	1					
dnicolozakes@conecom.com	6	1	0	1					powder room
dostrosky@codehow.com	2	1	0	1					
dpalaia@donquadtech.com	1	1	1	1					powder room
dpaprocki@sumace.com	1	1	0	1					guest
dpatak@plexzap.com	1	1	1	1					guest
dpawlowicz@bioplex.com	2	1	0	1					basement
dpawlowicz@bioplex.com	3	1	0	1					
dpinilla@zoomit.com	2	2	0	1					basement
dpolidori@streethex.com	2	2	0	1					
dpontoriero@zotware.com	1	2	1	1					basement
dpugh@funholding.com	2	1	0	1					
draymo@goodsilron.com	1	2	0	1					
drestrepo@blackzim.com	1	1	0	1					guest
drestrepo@donquadtech.com	2	1	0	1					
drhym@streethex.com	1	1	0	1					powder room
drhymes@nam-zim.com	1	2	0	1					powder room
drhymes@rantouch.com	2	2	0	1					guest
driopelle@sonron.com	1	1	0	1					powder room
drodenberger@betatech.com	1	1	0	1					
dsamara@zathunicon.com	2	1	0	1					guest
dsarao@opentech.com	1	2	0	1					basement
dsarbacher@warephase.com	1	1	0	1					game room
dsayaphon@plussunin.com	1	2	1	1					guest
dsaylors@mathtouch.com	3	2	0	1					powder room
dscheyer@inity.com	2	2	0	1					guest
dschirpke@zumgoity.com	1	2	0	1					powder room
dschoeneck@ontomedia.com	1	2	1	0					guest
dschoeneck@ontomedia.com	2	1	0	1					
dscipione@bioplex.com	1	1	0	0					guest
dseewald@singletechno.com	2	1	0	1					
dsengbusch@doncon.com	1	1	0	1					
dsimilton@faxquote.com	1	1	0	1					powder room
dsimilton@faxquote.com	2	1	0	1					
dskulski@year-job.com	1	1	0	1					game room
dspringe@plussunin.com	1	1	0	1					
dstaback@bioholding.com	1	1	0	0					
dsturiale@condax.com	1	1	0	1					game room
dsturiale@toughzap.com	2	1	1	1					game room
dsturiale@toughzap.com	3	1	0	1					powder room
dsyrop@isdom.com	1	1	1	1					
dtimenez@zumgoity.com	1	1	1	1					
dtjepkema@rantouch.com	1	1	1	0					basement
dtjepkema@rantouch.com	2	1	0	1					
dtreston@opentech.com	2	3	0	1					game room
dvanheusen@newex.com	1	2	0	1					
dvarriano@doncon.com	1	1	0	1					basement
dwalthall@toughzap.com	1	1	0	1					powder room
dwalthall@toughzap.com	2	1	0	1					
dwalthall@toughzap.com	4	1	0	1					
dwenner@ron-tech.com	1	1	1	1					
dwenzinger@zencorporation.com	1	1	0	1					
dwenzinger@zencorporation.com	2	1	1	1					guest
dwesterbeck@iselectrics.com	1	1	0	1					powder room
dwesterbeck@ron-tech.com	1	3	0	1					
dwitten@treequote.com	1	1	1	1					
dyglesias@labdrill.com	2	1	0	0					game room
dyori@cancity.com	2	1	0	1					basement
ealbares@rantouch.com	1	2	1	1					
eamigon@ganjaflex.com	2	1	0	1					powder room
earceo@lexiqvolax.com	1	1	0	1					basement
ebatman@hottechi.com	2	1	0	1					
ebirkner@condax.com	1	1	1	1					powder room
ebirkner@condax.com	2	1	0	0					
ebriddick@codehow.com	1	1	1	0					
ebutzen@silis.com	1	1	0	1					
ebuvens@betatech.com	1	2	0	0					game room
ecampain@codehow.com	1	1	1	1					basement
ecaudy@konmatfix.com	1	1	1	1					
ecentini@isdom.com	1	2	0	1					
ecorrington@opentech.com	1	1	0	0					
ecousey@zathunicon.com	1	2	0	1					
ecousey@zathunicon.com	2	1	1	1					game room
ecoyier@labdrill.com	1	1	0	1					
ecryer@funholding.com	1	1	0	1					guest
ecryer@funholding.com	2	2	1	1					guest
ecryer@treequote.com	2	1	0	1					basement
edarakjy@konmatfix.com	1	1	0	1					basement
edelasancha@ganjaflex.com	1	1	0	1					basement
edelasancha@ganjaflex.com	2	2	0	0					basement
ediestel@scotfind.com	2	2	1	1					guest
edrymon@gogozoom.com	1	1	0	1					powder room
eehmann@mathtouch.com	1	1	0	1					game room
eennaco@zencorporation.com	1	1	0	1					guest
eennaco@zencorporation.com	3	1	0	1					
eennaco@zencorporation.com	4	1	0	1					powder room
eestell@lexiqvolax.com	1	1	0	1					
efigeroa@warephase.com	1	1	0	1					basement
egabisi@treequote.com	1	1	0	1					basement
egiguere@codehow.com	1	1	0	1					
egiguere@opentech.com	1	2	0	1					
egillian@mathtouch.com	1	1	0	0					
egudroe@betatech.com	1	3	0	1					game room
ehagele@cancity.com	1	1	1	1					
ehagele@cancity.com	2	1	0	1					powder room
ehagele@condax.com	1	1	0	1					guest
ehagele@ontomedia.com	1	1	0	1					
ehamilton@gogozoom.com	2	1	1	1					
ehanafan@plusstrip.com	1	1	0	1					game room
eharnos@plussunin.com	1	1	0	1					basement
eharoldson@groovestreet.com	1	1	0	1					
ehaufler@sumace.com	1	2	0	0					game room
ehixenbaugh@iselectrics.com	1	1	0	1					guest
ehusser@xx-holding.com	2	2	0	0					game room
ejillson@scottech.com	1	2	1	1					powder room
ejillson@scottech.com	2	2	0	0					
ejulia@ontomedia.com	1	1	0	1					guest
ekampa@zoomit.com	1	1	0	1					basement
ekarpel@conecom.com	2	1	0	1					game room
ekeetch@condax.com	1	1	1	1					
ekeneipp@finhigh.com	1	1	0	1					guest
ekitzman@iselectrics.com	2	1	0	1					
ekitzman@iselectrics.com	3	2	0	1					
eklonowski@sunnamplex.com	3	1	0	1					powder room
eklonowski@sunnamplex.com	4	2	0	1					
ekoppinger@openlane.com	1	1	0	1					game room
elietz@plusstrip.com	1	1	0	1					basement
elorens@dontechi.com	1	2	0	1					
elorens@plussunin.com	1	1	0	1					guest
elorens@plussunin.com	2	1	0	1					powder room
elother@year-job.com	3	1	0	1					powder room
elungren@groovestreet.com	1	1	0	1					
emai@gogozoom.com	1	2	0	1					game room
emai@newex.com	2	1	0	1					basement
emaile@rantouch.com	1	1	1	1					guest
emallett@finjob.com	1	1	0	1					
emanno@j-texon.com	1	1	0	1					game room
emaynerich@zencorporation.com	1	1	0	1					game room
emeisel@ontomedia.com	3	1	1	1					powder room
emeteer@scottech.com	1	3	0	0					
emonarrez@rangreen.com	1	2	0	1					
emondella@scottech.com	1	2	0	1					game room
emontezuma@streethex.com	1	1	0	1					game room
enabours@goodsilron.com	1	2	0	1					basement
epelkowski@lexiqvolax.com	1	1	0	1					basement
epelkowski@lexiqvolax.com	2	3	1	1					powder room
eperez@sunnamplex.com	3	1	0	1					
eperez@treequote.com	2	1	0	1					
eperez@treequote.com	3	1	0	1					game room
epinilla@iselectrics.com	2	2	0	1					
epoquette@plussunin.com	2	1	0	1					
epoullion@betasoloin.com	1	1	0	1					
eradde@blackzim.com	1	1	0	0					guest
eragel@finjob.com	1	3	0	1					game room
eragel@finjob.com	2	2	0	0					basement
eragel@zathunicon.com	1	1	0	1					basement
eragel@zathunicon.com	2	1	0	1					
erantanen@goodsilron.com	1	2	0	1					powder room
erestrepo@donquadtech.com	2	2	0	1					guest
erhymes@isdom.com	2	1	0	1					basement
eriden@mathtouch.com	1	1	1	1					
erodeigues@opentech.com	1	1	0	1					basement
esayaphon@rangreen.com	1	2	0	1					powder room
eschmaltz@golddex.com	2	1	0	1					basement
eschmaltz@streethex.com	1	1	0	1					guest
eschoeneck@hatfan.com	1	2	0	1					game room
esergi@xx-holding.com	1	1	0	1					basement
esetter@mathtouch.com	1	2	0	1					basement
esilvestrini@faxquote.com	1	2	1	0					game room
eslayton@rundofase.com	1	2	0	1					game room
esteffensmeier@goodsilron.com	1	1	0	1					powder room
etawil@zathunicon.com	1	1	0	1					powder room
etegarden@golddex.com	1	1	0	1					
etheodorov@toughzap.com	2	2	0	0					guest
ethreets@gogozoom.com	2	1	0	1					
etimenez@stanredtax.com	2	1	0	0					
etollner@lexiqvolax.com	1	1	0	1					game room
etomblin@scotfind.com	2	1	0	0					powder room
etomblin@scotfind.com	3	1	0	1					
evillanueva@iselectrics.com	1	1	0	0					powder room
ewaycott@scottech.com	1	2	0	0					guest
ewenner@green-plus.com	1	1	0	1					basement
ewildfong@domzoom.com	2	1	0	1					powder room
ezane@year-job.com	1	1	0	1					
ezepp@lexiqvolax.com	1	2	1	1					
ezurcher@funholding.com	2	2	0	1					game room
famigon@codehow.com	1	1	1	0					
famigon@codehow.com	2	1	0	1					powder room
famigon@codehow.com	3	1	0	0					game room
fbevelacqua@inity.com	1	1	0	1					
fborgman@codehow.com	1	1	0	1					powder room
fboulter@groovestreet.com	2	2	0	1					
fchavous@fasehatice.com	1	3	0	1					game room
fcoody@rangreen.com	1	2	0	1					
fcookey@inity.com	1	2	0	1					
fcookey@inity.com	2	1	0	0					
fcorrio@betatech.com	1	1	1	1					basement
fcousey@betatech.com	1	2	1	1					game room
fcousey@betatech.com	2	1	0	1					guest
fcousey@betatech.com	4	1	0	1					game room
fcousey@betatech.com	5	1	0	1					guest
fcousey@betatech.com	6	1	0	1					guest
fdilliard@sonron.com	1	3	0	1					
fdorshorst@ron-tech.com	1	2	1	1					
fdorshorst@ron-tech.com	2	1	0	1					
feanes@newex.com	1	1	0	1					basement
feanes@newex.com	2	1	0	1					
feanes@scotfind.com	1	2	0	1					powder room
fgabisi@treequote.com	1	1	0	1					guest
fgellinger@opentech.com	4	1	1	1					
fgiguere@kinnamplus.com	1	2	0	1					basement
fgobern@scotfind.com	2	1	0	1					guest
fgood@finjob.com	1	1	0	1					
fgood@finjob.com	2	1	0	0					basement
fgreenbush@bioplex.com	2	2	0	1					powder room
fgudroe@sumace.com	1	1	0	1					
fhalter@gogozoom.com	2	2	0	1					guest
fharabedian@ron-tech.com	1	1	1	1					powder room
fharabedian@ron-tech.com	3	2	0	0					guest
fharabedian@ron-tech.com	4	1	0	1					
fharabedian@ron-tech.com	6	2	0	1					guest
fharabedian@ron-tech.com	8	2	1	1					
fhughey@inity.com	1	1	0	1					guest
fhughey@lexiqvolax.com	1	1	0	0					game room
fhughey@lexiqvolax.com	2	1	0	1					powder room
fiturbide@blackzim.com	1	2	0	0					basement
fkampa@hottechi.com	1	1	0	1					
fkannady@labdrill.com	1	2	0	1					game room
fkeneipp@scottech.com	2	1	0	1					
fkeneipp@scottech.com	3	1	0	1					guest
flawler@singletechno.com	2	2	0	1					
fmalvin@scottech.com	1	2	0	1					guest
fmatuszak@statholdings.com	1	1	0	0					guest
fmaybury@zathunicon.com	1	1	0	1					
fmaynerich@labdrill.com	2	1	0	1					guest
fmconnell@singletechno.com	1	2	0	1					guest
fmconnell@singletechno.com	2	2	0	1					game room
fmenter@iselectrics.com	1	1	0	1					
fmerced@goodsilron.com	1	2	0	1					
fmiceli@streethex.com	1	1	0	1					
fmonarrez@inity.com	1	1	1	1					basement
fmontezuma@ron-tech.com	1	2	0	0					guest
fmunis@inity.com	2	1	0	1					
fmunns@hatfan.com	1	1	0	1					basement
freiber@iselectrics.com	1	2	0	0					powder room
freiber@opentech.com	1	2	0	0					
frodefer@rantouch.com	1	1	0	1					
froyster@opentech.com	1	2	0	1					
fsarao@sunnamplex.com	1	1	0	1					guest
fsayaphon@plussunin.com	1	2	0	1					
fschirpke@hottechi.com	2	2	0	1					game room
fschoeneck@rangreen.com	2	2	0	1					powder room
fsemidey@lexiqvolax.com	2	1	1	0					
fsengbusch@isdom.com	1	1	0	1					
fspickerman@j-texon.com	1	2	0	1					
fstockham@faxquote.com	1	2	0	0					
fstorment@donquadtech.com	1	2	1	0					
fstorment@donquadtech.com	2	1	1	1					guest
fstrassner@doncon.com	1	2	0	0					game room
fsweely@ron-tech.com	1	1	0	0					powder room
fsweigard@zotware.com	2	2	0	1					basement
ftawil@faxquote.com	1	1	1	0					basement
ftjepkema@bioplex.com	2	2	1	1					guest
fventura@konmatfix.com	1	2	0	1					
fvocelka@zathunicon.com	1	2	0	1					powder room
fvocelka@zathunicon.com	2	1	0	0					
fwaycott@scotfind.com	1	1	0	0					basement
fwenner@mathtouch.com	1	1	0	1					game room
fwenner@xx-holding.com	1	2	1	1					basement
fwesterbeck@isdom.com	1	2	0	0					game room
fwide@condax.com	1	2	0	1					
fwiklund@konmatfix.com	2	1	0	1					guest
gagramonte@zencorporation.com	2	1	1	1					powder room
gaquas@codehow.com	1	1	0	1					game room
garedondo@stanredtax.com	1	1	0	0					
gbachman@hottechi.com	1	2	0	1					game room
gblackwood@nam-zim.com	1	2	0	1					guest
gboord@plexzap.com	2	1	0	1					
gboulter@sumace.com	2	2	0	0					
gbourbon@opentech.com	2	1	0	1					
gbrideau@lexiqvolax.com	1	1	1	0					game room
gbruschke@betatech.com	1	3	0	0					guest
gbruschke@betatech.com	2	1	0	1					basement
gbutt@dalttechnology.com	2	1	0	1					
gbuzick@openlane.com	1	1	0	1					
gcantres@dontechi.com	1	2	0	1					guest
gcolla@streethex.com	1	2	0	1					game room
gcomnick@konmatfix.com	2	1	0	0					basement
gcorrio@gogozoom.com	1	1	0	1					
gcousey@rundofase.com	1	1	0	1					
gcraghead@treequote.com	1	1	0	1					basement
gcronauer@rantouch.com	3	2	0	1					basement
gdelasancha@nam-zim.com	1	1	1	1					
gdelasancha@zencorporation.com	1	2	0	0					basement
gdinos@mathtouch.com	1	1	1	1					basement
gdopico@betatech.com	1	1	0	1					
gdorshorst@statholdings.com	1	1	1	1					
gdorshorst@zotware.com	1	1	0	1					
gdorshorst@zotware.com	2	1	1	1					basement
gemard@plussunin.com	1	3	0	1					game room
gengelberg@mathtouch.com	2	1	0	1					
geroman@hatfan.com	2	1	1	1					
gestell@finhigh.com	1	2	0	1					basement
gestell@finhigh.com	2	2	0	1					game room
gferencz@fasehatice.com	1	1	0	1					basement
gfigeroa@zencorporation.com	1	2	0	1					basement
gfillingim@zathunicon.com	1	1	0	1					basement
gfrancescon@betatech.com	2	1	0	1					guest
gfrancescon@scottech.com	1	1	0	0					
gfrey@yearin.com	1	1	0	1					
ggesick@isdom.com	1	1	0	1					
ggillaspie@lexiqvolax.com	1	1	0	1					
ggreenbush@inity.com	3	1	1	1					
ggudroe@statholdings.com	2	1	0	1					
ghalter@stanredtax.com	1	1	0	1					
ghalter@stanredtax.com	2	1	0	1					
ghaufler@betasoloin.com	1	3	0	1					game room
gheimann@dambase.com	1	1	0	1					guest
ghiatt@fasehatice.com	1	1	0	1					
ghiatt@fasehatice.com	3	3	0	1					guest
ghidvegi@finjob.com	1	2	1	1					
ghirpara@yearin.com	1	1	0	1					basement
ghoogland@finjob.com	1	1	0	1					
ghoogland@inity.com	1	1	0	1					powder room
ghoogland@inity.com	2	1	0	1					guest
ghoogland@ontomedia.com	2	2	0	0					game room
ghudnall@domzoom.com	1	2	0	1					game room
ghudnall@scotfind.com	1	1	0	1					game room
gisenhower@domzoom.com	1	1	0	0					
gkampa@yearin.com	1	1	0	0					
gkarpin@y-corporation.com	1	1	0	0					game room
gkarpin@y-corporation.com	2	2	1	1					powder room
gkeener@konmatfix.com	3	1	0	1					guest
gkitty@mathtouch.com	1	1	0	1					
gkolmetz@treequote.com	1	1	1	1					basement
gleinenbach@lexiqvolax.com	1	1	0	1					guest
gleinenbach@lexiqvolax.com	2	1	0	1					powder room
gloader@rangreen.com	2	1	0	1					
glueckenbach@openlane.com	1	1	0	1					powder room
gmalvin@xx-zobam.com	1	1	0	1					
gmcrae@faxquote.com	1	1	1	1					guest
gmeisel@sunnamplex.com	1	1	0	1					powder room
gmeisel@sunnamplex.com	2	1	1	1					powder room
gmelnyk@j-texon.com	1	1	0	1					
gmerced@goodsilron.com	2	1	1	0					
gmugnolo@dontechi.com	1	1	0	0					
gnayar@streethex.com	2	2	0	1					basement
gogg@doncon.com	2	1	0	1					guest
gpalaspas@codehow.com	1	1	1	1					
gperez@scotfind.com	1	2	0	1					
gpinilla@zencorporation.com	2	1	0	1					guest
gpugh@sumace.com	1	2	0	0					basement
gragel@finjob.com	1	1	0	0					basement
grauser@silis.com	1	1	1	1					
grauser@silis.com	2	2	0	0					
greiber@plussunin.com	1	2	1	1					game room
greiber@plussunin.com	2	1	1	1					
griopelle@hottechi.com	1	1	0	0					game room
growling@funholding.com	2	1	0	0					powder room
gruta@sonron.com	2	2	0	1					powder room
gsama@singletechno.com	1	3	0	1					game room
gsarao@toughzap.com	3	2	1	1					
gsaras@labdrill.com	1	1	0	1					
gsarbacher@toughzap.com	1	1	0	1					basement
gsaulter@openlane.com	1	1	0	1					
gsaulter@y-corporation.com	1	2	0	1					game room
gsaylors@zoomit.com	1	1	0	1					
gscheyer@sonron.com	1	1	0	1					
gschmaltz@bioholding.com	1	1	0	1					game room
gschmaltz@bioholding.com	2	2	1	0					game room
gschnitzler@sunnamplex.com	1	1	0	1					
gsetter@cancity.com	2	1	0	1					basement
gsetter@cancity.com	3	1	1	1					game room
gshin@finhigh.com	1	1	0	1					guest
gshin@hottechi.com	1	1	0	1					game room
gstem@zathunicon.com	2	1	0	1					guest
gstoltzman@kinnamplus.com	1	1	1	1					game room
gstoltzman@kinnamplus.com	5	1	0	1					
gstoltzman@zencorporation.com	1	1	0	1					
gstoltzman@zencorporation.com	2	1	0	1					basement
gstorment@mathtouch.com	1	2	1	1					
gstrassner@hottechi.com	2	1	0	1					powder room
gtawil@plussunin.com	1	1	0	1					basement
gtegarden@xx-holding.com	2	1	0	1					basement
gtheodorov@funholding.com	2	1	0	1					basement
gtimenez@zathunicon.com	2	1	0	1					game room
gtjepkema@silis.com	1	1	0	1					
gtomblin@kinnamplus.com	2	1	0	0					guest
gtromblay@newex.com	2	1	0	1					
gvanheusen@konmatfix.com	2	1	0	1					basement
gwalthall@zoomit.com	1	1	0	1					basement
gwalthall@zoomit.com	2	1	0	1					powder room
gwaymire@dalttechnology.com	2	2	0	1					powder room
gwenner@conecom.com	1	1	0	1					game room
gwhobrey@streethex.com	1	1	1	0					powder room
gwhobrey@streethex.com	2	2	0	1					basement
gwildfong@hottechi.com	1	2	0	0					powder room
gyori@scotfind.com	1	1	0	1					game room
gyum@goodsilron.com	2	1	0	1					
gyum@rangreen.com	1	2	0	1					powder room
hasar@ganjaflex.com	1	2	0	0					game room
hauffrey@ganjaflex.com	2	1	0	0					
hbayless@silis.com	1	1	1	1					
hbennick@inity.com	1	1	0	1					
hbennick@inity.com	2	1	0	1					powder room
hblackwood@labdrill.com	1	1	0	1					
hblackwood@labdrill.com	2	1	0	1					game room
hboord@y-corporation.com	1	1	1	1					
hbrachle@groovestreet.com	1	1	0	1					basement
hcartan@year-job.com	1	1	0	1					guest
hcartan@year-job.com	2	1	0	1					
hcentini@lexiqvolax.com	2	2	0	1					game room
hcloney@groovestreet.com	1	1	0	1					
hcloney@rantouch.com	2	2	0	1					
hcolaizzo@funholding.com	1	1	1	1					basement
hcookey@fasehatice.com	1	1	0	1					game room
hcookey@fasehatice.com	2	1	0	1					
hcookey@fasehatice.com	3	2	0	0					powder room
hcorrington@zoomit.com	1	2	0	1					game room
hcoyier@warephase.com	2	1	1	1					game room
hdickerson@goodsilron.com	1	1	0	1					
hdickerson@goodsilron.com	2	1	0	1					powder room
hdopico@statholdings.com	2	1	0	1					
hdrymon@codehow.com	1	1	0	1					powder room
hfelger@betasoloin.com	1	1	0	1					basement
hferrario@ron-tech.com	1	1	0	1					guest
hflister@bioplex.com	1	2	0	0					game room
hgato@domzoom.com	1	1	0	1					guest
hgesick@blackzim.com	1	2	1	1					game room
hharabedian@dambase.com	1	1	0	1					powder room
hharabedian@plusstrip.com	1	1	0	1					
hhellickson@yearin.com	2	1	0	1					
hhochard@zotware.com	2	2	0	0					
hjurney@bioplex.com	2	2	0	1					
hkeener@finhigh.com	2	2	0	1					powder room
hkippley@dontechi.com	1	2	0	1					
hkippley@groovestreet.com	1	1	0	1					powder room
hklonowski@goodsilron.com	2	3	0	1					
hknipp@statholdings.com	1	1	0	1					powder room
hkohl@treequote.com	2	2	1	1					game room
hlabreche@dambase.com	1	1	0	1					powder room
hlawler@singletechno.com	2	1	0	1					guest
hlizama@condax.com	1	2	1	1					guest
hlizama@condax.com	2	1	1	0					
hlother@cancity.com	1	2	0	0					basement
hmalvin@codehow.com	1	1	0	1					basement
hmaynerich@rundofase.com	2	1	0	1					game room
hmcrae@iselectrics.com	1	1	1	1					
hmerced@yearin.com	2	1	0	1					game room
hmeteer@rantouch.com	1	1	0	1					game room
hmoyd@conecom.com	3	1	0	1					
hmoyd@conecom.com	4	1	0	0					basement
hmunis@blackzim.com	1	1	0	1					powder room
hmunis@blackzim.com	2	1	0	1					
hnicka@faxquote.com	1	1	1	1					
hogg@dalttechnology.com	2	2	0	1					basement
hpadilla@labdrill.com	2	1	0	1					powder room
hpalaspas@konmatfix.com	1	1	0	1					game room
hpaulas@yearin.com	2	2	0	0					guest
hrauser@zumgoity.com	2	1	0	1					game room
hrentfro@iselectrics.com	1	1	0	1					basement
hsaras@hatfan.com	1	1	1	1					
hschemmer@hatfan.com	1	1	0	1					
hsilvestrini@scottech.com	1	3	1	1					basement
hstoltzman@conecom.com	1	2	1	1					
hthyberg@zencorporation.com	2	1	0	1					
hturinetti@silis.com	1	1	0	1					
hvocelka@y-corporation.com	1	1	0	1					
hyori@green-plus.com	4	1	0	0					game room
ibrideau@ontomedia.com	1	1	1	1					powder room
ibuzick@goodsilron.com	2	1	0	1					
ibuzick@newex.com	1	1	0	1					
icoyier@sonron.com	2	1	0	1					basement
icrupi@betasoloin.com	1	2	0	1					guest
idubaldi@zotware.com	1	1	0	1					basement
idubaldi@zotware.com	2	1	0	1					basement
igrenet@sunnamplex.com	1	1	1	1					
ikeetch@hottechi.com	1	1	0	1					
imarrier@finhigh.com	1	1	0	1					guest
imeinerding@plussunin.com	1	1	0	0					guest
imunis@ganjaflex.com	1	1	0	1					
iragel@singletechno.com	1	1	0	1					basement
ischnitzler@zencorporation.com	2	1	1	1					basement
itjepkema@rangreen.com	2	2	0	1					basement
itjepkema@rangreen.com	3	2	0	1					
iyori@fasehatice.com	1	2	0	1					powder room
iyori@treequote.com	1	1	0	0					
iyori@treequote.com	2	1	0	1					game room
jacuff@green-plus.com	1	2	0	0					
jahle@plexzap.com	2	1	1	1					
jahle@plexzap.com	3	2	0	1					
jahle@sonron.com	2	1	1	1					basement
jamigon@rantouch.com	1	1	1	0					basement
jangalich@scotfind.com	1	2	0	1					powder room
jangalich@xx-holding.com	1	1	0	1					game room
jankeny@singletechno.com	2	1	0	1					powder room
jaquas@cancity.com	1	1	0	1					
jaquas@sonron.com	3	1	1	0					game room
jaredondo@zoomit.com	1	3	0	1					
jauber@dalttechnology.com	2	2	0	0					
jbaltimore@faxquote.com	1	1	0	1					
jbatman@groovestreet.com	2	2	0	1					guest
jbergesen@konmatfix.com	2	1	0	1					powder room
jblunk@isdom.com	1	1	0	1					game room
jblunk@toughzap.com	1	2	0	1					basement
jboulter@lexiqvolax.com	1	1	1	1					basement
jbrachle@bioholding.com	1	2	1	1					
jbrideau@green-plus.com	1	1	1	1					game room
jbrideau@hottechi.com	1	2	0	1					game room
jbrossart@rantouch.com	1	2	0	1					guest
jbrucato@xx-zobam.com	2	1	1	1					game room
jbruschke@faxquote.com	1	2	0	0					basement
jbruschke@faxquote.com	2	1	0	1					
jbubash@bioplex.com	1	2	0	0					powder room
